filename,platform,prompt_tokens,completion_tokens,total_time_sec,tokens_per_second,valid_json
2601.08703v1_Evaluating the Ability of Explanations to Disambig.pdf,AMD RX 6800 (Vulkan),907,140,5.270034313201904,26.565291927850936,True
2601.08713v1_Real-Time Localization Framework for Autonomous Ba.pdf,AMD RX 6800 (Vulkan),860,109,4.251188278198242,25.639890041801884,True
2601.08731v1_Learning from Demonstrations via Capability-Aware .pdf,AMD RX 6800 (Vulkan),860,203,7.884809970855713,25.745706079200417,True
2601.08732v1_ISLA A U-Net for MRI-based acute ischemic stroke l.pdf,AMD RX 6800 (Vulkan),1038,170,6.457541227340698,26.325809470674997,True
2601.08734v1_TerraFormer Automated Infrastructure-as-Code with .pdf,AMD RX 6800 (Vulkan),1071,165,6.274943828582764,26.29505610048884,True
2601.08743v1_TableCache Primary Foreign Key Guided KV Cache Pre.pdf,AMD RX 6800 (Vulkan),885,156,5.752994775772095,27.116311778514284,True
2601.08747v2_To Retrieve or To Think An Agentic Approach for Co.pdf,AMD RX 6800 (Vulkan),912,134,5.014899253845215,26.720377263262947,True
2601.08753v1_Grid-Aware Charging and Operational Optimization f.pdf,AMD RX 6800 (Vulkan),814,163,5.913619041442871,27.56349349826049,True
2601.08768v1_AI as Entertainment.pdf,AMD RX 6800 (Vulkan),819,109,4.273975133895874,25.503190024562166,True
2601.08773v1_Reliable Graph-RAG for Codebases AST-Derived Graph.pdf,AMD RX 6800 (Vulkan),709,153,5.526533365249634,27.68462431839294,True
2601.08776v1_Translating Light-Sheet Microscopy Images to Virtu.pdf,AMD RX 6800 (Vulkan),784,117,4.480547666549683,26.11287920748709,True
2601.08777v1_Asymptotic Universal Alignment A New Alignment Fra.pdf,AMD RX 6800 (Vulkan),575,106,3.9006266593933105,27.17512062958798,True
2601.08778v3_Pervasive Annotation Errors Break Text-to-SQL Benc.pdf,AMD RX 6800 (Vulkan),991,119,4.731053352355957,25.152960902616055,True
2601.08785v1_Uncovering Political Bias in Large Language Models.pdf,AMD RX 6800 (Vulkan),904,151,5.721492528915405,26.391714965434783,True
2601.08806v1_APEX-SWE.pdf,AMD RX 6800 (Vulkan),823,162,6.041741609573364,26.813460500082456,True
2601.08807v1_S3-CLIP Video Super Resolution for Person-ReID.pdf,AMD RX 6800 (Vulkan),967,147,5.661683559417725,25.96400848922016,True
2601.08808v1_Multiplex Thinking Reasoning via Token-wise Branch.pdf,AMD RX 6800 (Vulkan),883,156,5.909271478652954,26.399193295407866,True
2601.08811v1_Reasoning Matters for 3D Visual Grounding.pdf,AMD RX 6800 (Vulkan),982,160,6.1775689125061035,25.900156237203596,True
2601.08816v2_MemRec Collaborative Memory-Augmented Agentic Reco.pdf,AMD RX 6800 (Vulkan),982,153,5.816061019897461,26.30646402721157,True
2601.08828v1_Motion Attribution for Video Generation.pdf,AMD RX 6800 (Vulkan),926,148,5.6275248527526855,26.299306333157514,True
2601.08829v1_Modeling LLM Agent Reviewer Dynamics in Elo-Ranked.pdf,AMD RX 6800 (Vulkan),900,139,5.278493165969849,26.33327270292311,True
2601.08873v1_ForensicFormer Hierarchical Multi-Scale Reasoning .pdf,AMD RX 6800 (Vulkan),830,175,6.300309181213379,27.77641461181381,True
2601.08874v1_The Illusion of Friendship Why Generative AI Deman.pdf,AMD RX 6800 (Vulkan),741,115,4.200644016265869,27.376754505902735,True
2601.08875v2_Learning Domain-Invariant Representations for Cros.pdf,AMD RX 6800 (Vulkan),870,136,5.029760360717773,27.039061554931035,True
2601.08881v1_TAG-MoE Task-Aware Gating for Unified Generative M.pdf,AMD RX 6800 (Vulkan),764,204,7.1280741691589355,28.619230827121235,True
2601.08882v1_Compressing Vision Transformers in Geospatial Tran.pdf,AMD RX 6800 (Vulkan),672,116,4.30243182182312,26.961496382491415,True
2601.08884v1_Bridging the Gap Empowering Small Models in Reliab.pdf,AMD RX 6800 (Vulkan),825,147,5.475683927536011,26.84596151738586,True
2601.08891v1_Attention Consistency Regularization for Interpret.pdf,AMD RX 6800 (Vulkan),817,119,4.4934728145599365,26.482857449234203,True
2601.08892v1_Evaluating Role-Consistency in LLMs for Counselor .pdf,AMD RX 6800 (Vulkan),695,112,4.109846353530884,27.25162703558922,True
2601.08896v1_XGBoost Forecasting of NEPSE Index Log Returns wit.pdf,AMD RX 6800 (Vulkan),950,173,6.245854377746582,27.698372318186518,True
2601.08901v1_Navigating Ideation Space Decomposed Conceptual Re.pdf,AMD RX 6800 (Vulkan),908,124,4.571378469467163,27.125297287943294,True
2601.08910v1_Towards a Self-Driving Trigger at the LHC Adaptive.pdf,AMD RX 6800 (Vulkan),608,190,6.302489995956421,30.146815008338137,True
2601.08950v1_ConvoLearn A Dataset of Constructivist Tutor-Stude.pdf,AMD RX 6800 (Vulkan),993,148,5.637830495834351,26.251232652232705,True
2601.08951v1_PluriHarms Benchmarking the Full Spectrum of Human.pdf,AMD RX 6800 (Vulkan),864,147,5.477990627288818,26.834657085339636,True
2601.08953v1_Fairness risk and its privacy-enabled solution in .pdf,AMD RX 6800 (Vulkan),593,117,4.175073862075806,28.023456318406005,True
2601.08955v1_Imagine-then-Plan Agent Learning from Adaptive Loo.pdf,AMD RX 6800 (Vulkan),978,149,5.686686754226685,26.20154871186712,True
2601.08988v1_ART Action-based Reasoning Task Benchmarking for M.pdf,AMD RX 6800 (Vulkan),809,135,5.117685794830322,26.37911067857497,True
2601.09012v3_TranslateGemma Technical Report.pdf,AMD RX 6800 (Vulkan),861,150,5.687570095062256,26.373301338338603,True
2601.09018v1_Meta-learning to Address Data Shift in Time Series.pdf,AMD RX 6800 (Vulkan),879,139,5.278204917907715,26.33471078934535,True
2601.09028v1_OpenDecoder Open Large Language Model Decoding to .pdf,AMD RX 6800 (Vulkan),953,165,6.159647464752197,26.787247313128162,True
2601.09029v1_Proactively Detecting Threats A Novel Approach Usi.pdf,AMD RX 6800 (Vulkan),915,118,4.485082149505615,26.309440065218645,True
2601.09031v1_Generalizable Geometric Prior and Recurrent Spikin.pdf,AMD RX 6800 (Vulkan),838,140,5.206160068511963,26.891220814886534,True
2601.09032v1_The Hierarchy of Agentic Capabilities Evaluating F.pdf,AMD RX 6800 (Vulkan),770,138,5.056979656219482,27.289016247134086,True
2601.09035v1_A Decompilation-Driven Framework for Malware Detec.pdf,AMD RX 6800 (Vulkan),780,137,5.064387083053589,27.051644701177818,True
2601.09041v1_Can LLMs interpret figurative language as humans d.pdf,AMD RX 6800 (Vulkan),874,153,5.6612653732299805,27.025760128376977,True
2601.09049v1_Is Grokking Worthwhile Functional Analysis and Tra.pdf,AMD RX 6800 (Vulkan),911,146,5.431963920593262,26.877939937431385,True
2601.09066v1_Midm 2.0 Korea-centric Bilingual Language Models.pdf,AMD RX 6800 (Vulkan),784,103,3.9394609928131104,26.145708813440805,True
2601.09069v1_From Symbolic to Natural-Language Relations Rethin.pdf,AMD RX 6800 (Vulkan),885,117,4.537426948547363,25.785539101066306,True
2601.09072v1_Human-AI Co-design for Clinical Prediction Models.pdf,AMD RX 6800 (Vulkan),844,159,5.827908039093018,27.282516974091575,True
2601.09085v1_MMR-GRPO Accelerating GRPO-Style Training through .pdf,AMD RX 6800 (Vulkan),1124,133,5.2291059494018555,25.434558275724658,True
2601.09089v1_SubTokenTest A Practical Benchmark for Real-World .pdf,AMD RX 6800 (Vulkan),952,115,4.5203893184661865,25.44028664305858,True
2601.09097v1_Programming over Thinking Efficient and Robust Mul.pdf,AMD RX 6800 (Vulkan),931,149,5.621233940124512,26.506635658130893,True
2601.09100v2_DScheLLM Enabling Dynamic Scheduling through a Fin.pdf,AMD RX 6800 (Vulkan),850,145,5.419935703277588,26.75308489588067,True
2601.09105v2_AviationLMM A Large Multimodal Foundation Model fo.pdf,AMD RX 6800 (Vulkan),860,133,5.049593925476074,26.33875158336832,True
2601.09113v1_The AI Hippocampus How Far are We From Human Memor.pdf,AMD RX 6800 (Vulkan),745,241,8.56541633605957,28.136402311865847,True
2601.09116v1_LP-LLM End-to-End Real-World Degraded License Plat.pdf,AMD RX 6800 (Vulkan),828,120,4.603029012680054,26.069790059857034,True
2601.09117v1_A Marketplace for AI-Generated Adult Content and D.pdf,AMD RX 6800 (Vulkan),882,144,5.418457984924316,26.5758266282859,True
2601.09120v1_Adaptive Multi-Stage Patent Claim Generation with .pdf,AMD RX 6800 (Vulkan),541,125,4.373900413513184,28.578611349680475,True
2601.09130v1_Equi-ViT Rotational Equivariant Vision Transformer.pdf,AMD RX 6800 (Vulkan),841,166,6.065453290939331,27.36811117612156,True
2601.09136v1_SkinFlow Efficient Information Transmission for Op.pdf,AMD RX 6800 (Vulkan),875,192,7.026383876800537,27.325577902730128,True
2601.09147v2_SSVP Synergistic Semantic-Visual Prompting for Ind.pdf,AMD RX 6800 (Vulkan),946,172,6.456411600112915,26.640185083149273,True
2601.09152v1_PrivacyReasoner Can LLM Emulate a Human-like Priva.pdf,AMD RX 6800 (Vulkan),843,151,5.6003124713897705,26.962781232549318,True
2601.09156v1_KTCF Actionable Recourse in Knowledge Tracing via .pdf,AMD RX 6800 (Vulkan),901,125,4.85228967666626,25.761034136338,True
2601.09182v1_Position on LLM-Assisted Peer Review Addressing Re.pdf,AMD RX 6800 (Vulkan),919,128,4.94612455368042,25.878846885235628,True
2601.09195v1_ProFit Leveraging High-Value Signals in SFT via Pr.pdf,AMD RX 6800 (Vulkan),964,139,5.324248790740967,26.106969351568488,True
2601.09208v2_Mikasa A Character-Driven Emotional AI Companion I.pdf,AMD RX 6800 (Vulkan),781,98,3.768130302429199,26.007593191992957,True
2601.09212v1_Annealed Relaxation of Speculative Decoding for Fa.pdf,AMD RX 6800 (Vulkan),938,114,4.493967294692993,25.36734082035369,True
2601.09213v1_SpikeVAEDiff Neural Spike-based Natural Visual Sce.pdf,AMD RX 6800 (Vulkan),838,125,4.7258079051971436,26.450503809630717,True
2601.09233v1_GIFT Unlocking Global Optimality in Post-Training .pdf,AMD RX 6800 (Vulkan),1015,165,6.173772573471069,26.72596018664684,True
2601.09236v2_Reward Learning through Ranking Mean Squared Error.pdf,AMD RX 6800 (Vulkan),884,130,4.9300761222839355,26.368761206830097,True
2601.09239v2_DSA-Tokenizer Disentangled Semantic-Acoustic Token.pdf,AMD RX 6800 (Vulkan),1003,169,6.3323774337768555,26.688238622441425,True
2601.09248v1_Hybrid guided variational autoencoder for visual p.pdf,AMD RX 6800 (Vulkan),664,105,4.020987272262573,26.112989892882066,True
2601.09251v1_HGATSolver A Heterogeneous Graph Attention Solver .pdf,AMD RX 6800 (Vulkan),963,177,6.666611909866333,26.550218070748457,True
2601.09253v1_RIFT Repurposing Negative Samples via Reward-Infor.pdf,AMD RX 6800 (Vulkan),943,148,5.619690179824829,26.335971426206505,True
2601.09259v1_MAXS Meta-Adaptive Exploration with LLM Agents.pdf,AMD RX 6800 (Vulkan),1001,163,6.198246955871582,26.29775824688472,True
2601.09260v1_Efficient Paths and Dense Rewards Probabilistic Fl.pdf,AMD RX 6800 (Vulkan),888,180,6.598354816436768,27.279527246945367,True
2601.09262v1_Magnifying change Rapid burn scar mapping with mul.pdf,AMD RX 6800 (Vulkan),835,155,5.720842123031616,27.09391321532601,True
2601.09264v1_Coordinated Pandemic Control with Large Language M.pdf,AMD RX 6800 (Vulkan),791,153,5.50356650352478,27.800154663709534,True
2601.09269v2_RISER Orchestrating Latent Reasoning Skills for Ad.pdf,AMD RX 6800 (Vulkan),1045,147,5.654409885406494,25.997407860260243,True
2601.09274v1_A3-Bench Benchmarking Memory-Driven Scientific Rea.pdf,AMD RX 6800 (Vulkan),936,143,5.400533437728882,26.47886577295902,True
2601.09278v1_M3Searcher Modular Multimodal Information Seeking .pdf,AMD RX 6800 (Vulkan),918,164,5.9978413581848145,27.343170685266827,True
2601.09280v1_ReGraM Region-First Knowledge Graph Reasoning for .pdf,AMD RX 6800 (Vulkan),956,151,5.678212881088257,26.592874054249993,True
2601.09281v1_STaR Sensitive Trajectory Regulation for Unlearnin.pdf,AMD RX 6800 (Vulkan),922,142,5.303759813308716,26.773459771628353,True
2601.09282v1_Cluster Workload Allocation Semantic Soft Affinity.pdf,AMD RX 6800 (Vulkan),751,130,4.847140073776245,26.81993877241541,True
2601.09286v1_Why not Collaborative Filtering in Dual View Bridg.pdf,AMD RX 6800 (Vulkan),848,121,4.589885234832764,26.362314918405303,True
2601.09292v1_Blue Teaming Function-Calling Agents.pdf,AMD RX 6800 (Vulkan),876,118,4.479384183883667,26.342906782711573,True
2601.09293v1_Policy-Based Reinforcement Learning with Action Ma.pdf,AMD RX 6800 (Vulkan),778,132,4.829784631729126,27.33041120153266,True
2601.09306v1_On-Device Large Language Models for Sequential Rec.pdf,AMD RX 6800 (Vulkan),942,117,4.59272575378418,25.475067807738743,True
2601.09313v1_Understanding or Memorizing A Case Study of German.pdf,AMD RX 6800 (Vulkan),870,127,4.916549205780029,25.83112558920296,True
2601.09342v1_Improving Implicit Hate Speech Detection via a Com.pdf,AMD RX 6800 (Vulkan),887,122,4.79610800743103,25.437292031575335,True
2601.09351v1_Navigating Ethical AI Challenges in the Industrial.pdf,AMD RX 6800 (Vulkan),524,96,3.482771396636963,27.564255320547197,True
2601.09353v1_Monte-Carlo Tree Search with Neural Network Guidan.pdf,AMD RX 6800 (Vulkan),732,160,5.792762994766235,27.620670851640245,True
2601.09361v1_GeoRA Geometry-Aware Low-Rank Adaptation for RLVR.pdf,AMD RX 6800 (Vulkan),951,183,6.719982624053955,27.232213271647097,True
2601.09365v1_Frame of Reference Addressing the Challenges of Co.pdf,AMD RX 6800 (Vulkan),897,153,5.712972402572632,26.781155100819664,True
2601.09381v1_Query Languages for Machine-Learning Models.pdf,AMD RX 6800 (Vulkan),850,107,4.188432693481445,25.546548752359463,True
2601.09382v1_Long-term Task-oriented Agent Proactive Long-term .pdf,AMD RX 6800 (Vulkan),939,149,5.6721906661987305,26.26851048712255,True
2601.09394v2_FairGE Fairness-Aware Graph Encoding in Incomplete.pdf,AMD RX 6800 (Vulkan),971,153,5.817782163619995,26.298681472941038,True
2601.09398v1_Ability Transfer and Recovery via Modularized Para.pdf,AMD RX 6800 (Vulkan),928,129,5.040499687194824,25.592700725231474,True
2601.09413v1_Speech-Hands A Self-Reflection Voice Agentic Appro.pdf,AMD RX 6800 (Vulkan),974,241,8.733738422393799,27.59413991402151,True
2601.09416v1_Radiomics-Integrated Deep Learning with Hierarchic.pdf,AMD RX 6800 (Vulkan),873,165,6.064673900604248,27.206739010907146,True
2601.09421v2_Bias Dynamics in BabyLMs Towards a Compute-Efficie.pdf,AMD RX 6800 (Vulkan),945,179,6.617029428482056,27.051413619156676,True
2601.09433v1_Do Transformers Understand Ancient Roman Coin Moti.pdf,AMD RX 6800 (Vulkan),524,100,3.5678155422210693,28.028354834103077,True
2601.09445v1_Where Knowledge Collides A Mechanistic Study of In.pdf,AMD RX 6800 (Vulkan),873,141,5.298082113265991,26.61340405558208,True
2601.09446v1_Improving Symbolic Translation of Language Models .pdf,AMD RX 6800 (Vulkan),890,146,5.48114538192749,26.63676838081932,True
2601.09448v1_Population-Aligned Audio Reproduction With LLM-Bas.pdf,AMD RX 6800 (Vulkan),852,142,5.324195861816406,26.67069425795977,True
2601.09451v1_Late Breaking Results Quamba-SE Soft-edge Quantize.pdf,AMD RX 6800 (Vulkan),991,112,4.457322359085083,25.127193183979024,True
2601.09455v1_On the Hardness of Computing Counterfactual and Se.pdf,AMD RX 6800 (Vulkan),795,120,4.575673818588257,26.225645611474963,True
2601.09460v1_SoK Enhancing Cryptographic Collaborative Learning.pdf,AMD RX 6800 (Vulkan),857,109,4.2277209758758545,25.78221236027019,True
2601.09465v1_EvoFSM Controllable Self-Evolution for Deep Resear.pdf,AMD RX 6800 (Vulkan),745,193,6.933213949203491,27.837017783386365,True
2601.09467v1_Searth Transformer A Transformer Architecture Inco.pdf,AMD RX 6800 (Vulkan),910,600,20.10796093940735,29.838928064761006,False
2601.09469v2_FairGU Fairness-aware Graph Unlearning in Social N.pdf,AMD RX 6800 (Vulkan),961,142,5.447179317474365,26.068537810838876,True
2601.09470v1_Personalized Multimodal Feedback Using Multiple Ex.pdf,AMD RX 6800 (Vulkan),520,180,6.205202341079712,29.00791788985882,True
2601.09473v1_SimMerge Learning to Select Merge Operators from S.pdf,AMD RX 6800 (Vulkan),779,160,5.808012247085571,27.54815127676205,True
2601.09478v3_Bridging Semantic Understanding and Popularity Bia.pdf,AMD RX 6800 (Vulkan),977,139,5.387803554534912,25.79901041176673,True
2601.09503v1_What Do LLM Agents Know About Their World Task2Qui.pdf,AMD RX 6800 (Vulkan),756,125,4.721878290176392,26.472516299298867,True
2601.09518v1_Learning Whole-Body Human-Humanoid Interaction fro.pdf,AMD RX 6800 (Vulkan),702,178,6.423468589782715,27.710885094562464,True
2601.09520v1_Towards Realistic Synthetic Data for Automatic Dru.pdf,AMD RX 6800 (Vulkan),875,144,6.734286785125732,21.383110727933076,True
2601.09527v1_Private LLM Inference on Consumer Blackwell GPUs A.pdf,AMD RX 6800 (Vulkan),978,176,6.6150946617126465,26.60581730124987,True
2601.09536v1_Omni-R1 Towards the Unified Generative Paradigm fo.pdf,AMD RX 6800 (Vulkan),849,183,6.627514839172363,27.61215997863429,True
2601.09555v1_Benchmarking Post-Training Quantization of Large L.pdf,AMD RX 6800 (Vulkan),1011,167,6.044543981552124,27.628221501850597,True
2601.09566v2_Hot-Start from Pixels Low-Resolution Visual Tokens.pdf,AMD RX 6800 (Vulkan),707,109,4.1121110916137695,26.50706597452933,True
2601.09600v1_Information Access of the Oppressed A Problem-Posi.pdf,AMD RX 6800 (Vulkan),871,119,4.63117790222168,25.695406765288165,True
2601.09603v1_Linear Complexity Self-Supervised Learning for Mus.pdf,AMD RX 6800 (Vulkan),977,126,4.946096897125244,25.474632345604338,True
2601.09605v1_Sim2real Image Translation Enables Viewpoint-Robus.pdf,AMD RX 6800 (Vulkan),858,139,5.3182995319366455,26.136173633188257,True
2601.09609v1_DPWriter Reinforcement Learning with Diverse Plann.pdf,AMD RX 6800 (Vulkan),1010,149,5.6967902183532715,26.15507931465841,True
2601.09613v1_CogRail Benchmarking VLMs in Cognitive Intrusion P.pdf,AMD RX 6800 (Vulkan),1001,184,6.7652809619903564,27.19768787634607,True
2601.09620v1_Full Disclosure Less Trust How the Level of Detail.pdf,AMD RX 6800 (Vulkan),857,192,6.877530574798584,27.916996938341192,True
2601.09624v1_Toward Understanding Unlearning Difficulty A Mecha.pdf,AMD RX 6800 (Vulkan),957,126,4.891012668609619,25.76153621696064,True
2601.09625v1_The Promptware Kill Chain How Prompt Injections Gr.pdf,AMD RX 6800 (Vulkan),859,121,4.6290647983551025,26.13918907399963,True
2601.09626v1_From Prompt to Protocol Fast Charging Batteries wi.pdf,AMD RX 6800 (Vulkan),851,129,4.8976733684539795,26.339036986600984,True
2601.09635v1_LLM for Large-Scale Optimization Model Auto-Formul.pdf,AMD RX 6800 (Vulkan),936,176,6.5904319286346436,26.70538166630641,True
2601.09636v1_PersonalAlign Hierarchical Implicit Intent Alignme.pdf,AMD RX 6800 (Vulkan),928,157,5.851685523986816,26.829876512747767,True
2601.09667v2_Collaborative Multi-Agent Test-Time Reinforcement .pdf,AMD RX 6800 (Vulkan),985,206,7.4534993171691895,27.63802493755886,True
2601.09680v1_Automating Supply Chain Disruption Monitoring via .pdf,AMD RX 6800 (Vulkan),736,122,4.53600811958313,26.89589541810875,True
2601.09684v1_Disentangling Task Conflicts in Multi-Task LoRA vi.pdf,AMD RX 6800 (Vulkan),960,140,5.359732151031494,26.120708284472133,True
2601.09692v1_Routing with Generated Data Annotation-Free LLM Sk.pdf,AMD RX 6800 (Vulkan),942,167,6.2502076625823975,26.719112230424777,True
2601.09694v1_LLMs can Compress LLMs Adaptive Pruning by Agents.pdf,AMD RX 6800 (Vulkan),695,111,4.173860311508179,26.594085981735063,True
2601.09703v1_ShortCoder Knowledge-Augmented Syntax Optimization.pdf,AMD RX 6800 (Vulkan),845,154,5.756944179534912,26.750302799086935,True
2601.09706v1_Value-Aware Numerical Representations for Transfor.pdf,AMD RX 6800 (Vulkan),831,121,4.673241138458252,25.89209424787335,True
2601.09708v1_Fast-ThinkAct Efficient Vision-Language-Action Rea.pdf,AMD RX 6800 (Vulkan),906,143,5.488356828689575,26.055157210713524,True
2601.09749v1_R-LAM Reproducibility-Constrained Large Action Mod.pdf,AMD RX 6800 (Vulkan),802,124,4.808074951171875,25.789947382117536,True
2601.09750v1_SAGE Tool-Augmented LLM Task Solving Strategies in.pdf,AMD RX 6800 (Vulkan),955,161,6.09494161605835,26.415347371960564,True
2601.09753v1_Critically Engaged Pragmatism A Scientific Norm an.pdf,AMD RX 6800 (Vulkan),914,116,4.484031438827515,25.86957776333783,True
2601.09755v1_Heterogeneous computing platform for real-time rob.pdf,AMD RX 6800 (Vulkan),908,254,8.943822383880615,28.399490631408593,True
2601.09756v1_Synthetic Data for Veterinary EHR De-identificatio.pdf,AMD RX 6800 (Vulkan),826,149,5.522853851318359,26.978805525413684,True
2601.09757v1_Democracy and Distrust in an Era of Artificial Int.pdf,AMD RX 6800 (Vulkan),746,110,4.172332286834717,26.364151375740498,True
2601.09760v1_Investigating Tool-Memory Conflicts in Tool-Augmen.pdf,AMD RX 6800 (Vulkan),901,142,5.31498122215271,26.71693352521125,True
2601.09762v1_Explicating Tacit Regulatory Knowledge from LLMs t.pdf,AMD RX 6800 (Vulkan),970,146,5.568186521530151,26.220386015351878,True
2601.09765v1_AI Survival Stories a Taxonomic Analysis of AI Exi.pdf,AMD RX 6800 (Vulkan),870,122,4.716200590133667,25.86828055092166,True
2601.09768v1_CLiMB A Domain-Informed Novelty Detection Clusteri.pdf,AMD RX 6800 (Vulkan),845,151,5.6615800857543945,26.670999564228463,True
2601.09770v1_GUI-Eyes Tool-Augmented Perception for Visual Grou.pdf,AMD RX 6800 (Vulkan),1044,137,5.3248515129089355,25.728416964843717,True
2601.09771v1_PCN-Rec Agentic Proof-Carrying Negotiation for Rel.pdf,AMD RX 6800 (Vulkan),921,138,5.226501941680908,26.403893376459262,True
2601.09772v1_Antisocial behavior towards large language model u.pdf,AMD RX 6800 (Vulkan),576,80,2.9898805618286133,26.756921671503807,True
2601.09773v1_Enhancing LUT-based Deep Neural Networks Inference.pdf,AMD RX 6800 (Vulkan),943,123,4.860220193862915,25.307495359019793,True
2601.09805v1_Improving Chain-of-Thought for Logical Reasoning v.pdf,AMD RX 6800 (Vulkan),903,105,4.156691312789917,25.260475724266705,True
2601.09806v1_Diffusion-Driven Deceptive Patches Adversarial Man.pdf,AMD RX 6800 (Vulkan),570,139,4.819267749786377,28.84255600991695,True
2601.09809v1_QFed Parameter-Compact Quantum-Classical Federated.pdf,AMD RX 6800 (Vulkan),824,127,4.796591758728027,26.477133428940842,True
2601.09814v1_Explainable Deep Learning for Pediatric Pneumonia .pdf,AMD RX 6800 (Vulkan),697,148,5.354964017868042,27.63790746420792,True
2601.09822v2_LLM-Based Agentic Systems for Software Engineering.pdf,AMD RX 6800 (Vulkan),757,101,3.877532720565796,26.0474913504437,True
2601.09841v2_A pipeline for enabling path-specific causal fairn.pdf,AMD RX 6800 (Vulkan),665,140,5.054253816604614,27.699439933163127,True
2601.09851v1_ViSIL Unified Evaluation of Information Loss in Mu.pdf,AMD RX 6800 (Vulkan),872,171,6.309532642364502,27.10184885198052,True
2601.09853v1_MedRedFlag Investigating how LLMs Redirect Misconc.pdf,AMD RX 6800 (Vulkan),903,158,5.8364574909210205,27.071215758151073,True
2601.09855v1_Thinking Long but Short Stable Sequential Test-Tim.pdf,AMD RX 6800 (Vulkan),945,136,5.217568635940552,26.06578072843766,True
2601.09858v1_OUTLINEFORGE Hierarchical Reinforcement Learning w.pdf,AMD RX 6800 (Vulkan),822,137,5.143773317337036,26.63414414827397,True
2601.09865v1_Advancing Model Refinement Muon-Optimized Distilla.pdf,AMD RX 6800 (Vulkan),797,150,5.481890439987183,27.362823398628652,True
2601.09869v1_A Scoping Review of the Ethical Perspectives on An.pdf,AMD RX 6800 (Vulkan),888,162,6.001765489578247,26.99205763392531,True
2601.09871v1_Epistemology gives a Future to Complementarity in .pdf,AMD RX 6800 (Vulkan),934,171,6.408852815628052,26.681842276517067,True
2601.09879v1_MedVL-SAM2 A unified 3D medical vision-language mo.pdf,AMD RX 6800 (Vulkan),898,178,6.546175241470337,27.19145049346699,True
2601.09881v1_Transition Matching Distillation for Fast Video Ge.pdf,AMD RX 6800 (Vulkan),598,114,4.124562501907349,27.639295063969143,True
2601.09883v1_Beyond Rule-Based Workflows An Information-Flow-Or.pdf,AMD RX 6800 (Vulkan),951,207,7.614590406417847,27.184653271111348,True
2601.09896v1_The Algorithmic Gaze An Audit and Ethnography of t.pdf,AMD RX 6800 (Vulkan),905,138,5.289866924285889,26.087612784064405,True
2601.09902v1_A Novel Contrastive Loss for Zero-Day Network Intr.pdf,AMD RX 6800 (Vulkan),844,127,4.9225990772247314,25.79937915065799,True
2601.09913v1_Continuum Memory Architectures for Long-Horizon LL.pdf,AMD RX 6800 (Vulkan),802,205,7.499438762664795,27.335378884693608,True
2601.09921v1_Learning to Decode in Parallel Self-Coordinating N.pdf,AMD RX 6800 (Vulkan),551,182,6.328317880630493,28.759617236842605,True
2601.09923v1_CaMeLs Can Use Computers Too System-level Security.pdf,AMD RX 6800 (Vulkan),784,149,5.38887095451355,27.649576554658868,True
2601.09929v1_Hallucination Detection and Mitigation in Large La.pdf,AMD RX 6800 (Vulkan),751,117,4.36362361907959,26.812578309556077,True
2601.09933v1_Malware Classification using Diluted Convolutional.pdf,AMD RX 6800 (Vulkan),864,147,5.4636549949646,26.905066321991008,True
2601.09949v2_Kinematic Tokenization Optimization-Based Continuo.pdf,AMD RX 6800 (Vulkan),689,132,4.784300088882446,27.590242574193038,True
2601.09966v1_A Sustainable AI Economy Needs Data Deals That Wor.pdf,AMD RX 6800 (Vulkan),811,210,7.410800218582153,28.337020808284258,True
2601.09972v1_Chinese Labor Law Large Language Model Benchmark.pdf,AMD RX 6800 (Vulkan),873,172,6.2783050537109375,27.395929080944452,True
2601.09974v1_SPRInG Continual LLM Personalization via Selective.pdf,AMD RX 6800 (Vulkan),927,136,5.088929176330566,26.72467925719187,True
2601.09980v1_Performance of AI agents based on reasoning langua.pdf,AMD RX 6800 (Vulkan),859,98,3.8457977771759033,25.482359104166065,True
2601.09982v1_Context Volume Drives Performance Tackling Domain .pdf,AMD RX 6800 (Vulkan),989,145,5.460025072097778,26.556654609699443,True
2601.10010v1_VERHallu Evaluating and Mitigating Event Relation .pdf,AMD RX 6800 (Vulkan),885,132,4.997862815856934,26.411289157677146,True
2601.10011v1_Memo-SQL Structured Decomposition and Experience-D.pdf,AMD RX 6800 (Vulkan),942,147,5.550653696060181,26.483367194090974,True
2601.10018v1_Empowering Older Adults in Digital Technology Use .pdf,AMD RX 6800 (Vulkan),822,119,4.503598928451538,26.42331208674381,True
2601.10025v1_Structured Personality Control and Adaptation for .pdf,AMD RX 6800 (Vulkan),910,151,5.5873754024505615,27.025211145428507,True
2601.10029v1_PaperScout An Autonomous Agent for Academic Paper .pdf,AMD RX 6800 (Vulkan),945,173,6.4105024337768555,26.986964249239687,True
2601.10031v1_FilDeep Learning Large Deformations of Elastic-Pla.pdf,AMD RX 6800 (Vulkan),1011,162,6.120601654052734,26.46798618118405,True
2601.10038v1_What Understanding Means in AI-Laden Astronomy.pdf,AMD RX 6800 (Vulkan),883,97,3.8547000885009766,25.164084824488008,True
2601.10073v1_ReaMIL Reasoning- and Evidence-Aware Multiple Inst.pdf,AMD RX 6800 (Vulkan),927,157,5.773300409317017,27.194150463161705,True
